"boletos_vendidos";"ingresos_totales";"ganancias_totales";"cluster"
273;30049.88;844.35;"cluster_0"
212;16018.46;3044.04;"cluster_2"
217;25060.83;4322.65;"cluster_0"
276;15097.52;5677.78;"cluster_2"
70;12002.74;2056.12;"cluster_2"
200;16601.86;1725.82;"cluster_2"
273;23882.47;1025.61;"cluster_0"
36;17255.78;3495.28;"cluster_2"
194;29251.5;913.72;"cluster_0"
242;18601.88;5499.12;"cluster_2"
287;22713.79;5750.13;"cluster_0"
247;12579.92;3676.96;"cluster_2"
30;3885.6;5110.12;"cluster_1"
250;11408.58;2965.75;"cluster_1"
228;28851.19;2309.46;"cluster_0"
38;2603.62;7973.94;"cluster_1"
83;25430.59;3206.5;"cluster_0"
43;3776.05;752.25;"cluster_1"
178;17748.75;2458.95;"cluster_2"
303;29215.73;1462.02;"cluster_0"
36;25604.11;5343.68;"cluster_0"
36;16545.61;1473.65;"cluster_2"
146;19112.29;5608.28;"cluster_2"
268;11470.17;3783.46;"cluster_1"
229;24719.56;5065.22;"cluster_0"
312;18728.83;8217.34;"cluster_2"
318;17140.86;3998.26;"cluster_2"
277;8996.68;790.68;"cluster_1"
149;5802.77;3664.43;"cluster_1"
196;21694.42;3813.4;"cluster_2"
32;4913.41;4050.8;"cluster_1"
66;5744.52;1451.03;"cluster_1"
176;29408.99;2380.7;"cluster_0"
40;21826.74;5319.77;"cluster_2"
243;23198.9;1290.68;"cluster_0"
285;22300.36;4694.53;"cluster_0"
313;13119.58;5849.47;"cluster_2"
123;14478.03;6463.77;"cluster_2"
233;23114.23;7764.36;"cluster_0"
126;25346.29;4146.43;"cluster_0"
174;2031.98;4877.99;"cluster_1"
85;30743.25;1850.64;"cluster_0"
99;31259.18;7042.27;"cluster_0"
71;11768.53;733.84;"cluster_1"
294;23753.38;7833.27;"cluster_0"
293;4821.26;2056.13;"cluster_1"
204;24457.43;5740.1;"cluster_0"
65;22021.87;1113.19;"cluster_0"
172;18739.7;517.33;"cluster_2"
159;8529.97;5641.77;"cluster_1"
109;19286.53;1789.73;"cluster_2"
27;18181.13;7213.96;"cluster_2"
194;7420.13;6819.94;"cluster_1"
261;11764.03;4237.29;"cluster_1"
262;24465.52;5975.21;"cluster_0"
305;19827.59;6451.12;"cluster_2"
104;18534.53;700.33;"cluster_2"
203;30215.35;2724.08;"cluster_0"
65;2835.63;2623.03;"cluster_1"
214;7466.02;5625.59;"cluster_1"
75;22908.54;1418.74;"cluster_0"
74;25604.45;4564.24;"cluster_0"
198;15650.41;3711.55;"cluster_2"
165;20039.88;656.31;"cluster_2"
226;18603.92;544.76;"cluster_2"
217;7528.51;853.98;"cluster_1"
27;15587.21;5844.94;"cluster_2"
101;7528.33;3330.77;"cluster_1"
195;31750.19;545.11;"cluster_0"
111;29696.55;4993.03;"cluster_0"
176;30041.59;8025.01;"cluster_0"
84;31287.87;2284.36;"cluster_0"
26;13884.02;3899.57;"cluster_2"
97;29774.59;2714.05;"cluster_0"
152;11775.37;5374.91;"cluster_1"
207;6719.84;1222.48;"cluster_1"
158;8984.13;581.19;"cluster_1"
209;15080.73;7713.33;"cluster_2"
114;26262.81;5467.63;"cluster_0"
297;16149.14;4196.47;"cluster_2"
218;29925.17;524.42;"cluster_0"
123;3469.13;2664.77;"cluster_1"
155;9343.44;3048.27;"cluster_1"
190;27030.3;2525.06;"cluster_0"
185;12947.66;2148.84;"cluster_2"
193;25167.9;1963.49;"cluster_0"
186;3626.81;4285.94;"cluster_1"
298;17104.4;3726.89;"cluster_2"
50;11399.55;4757.49;"cluster_1"
190;26665.59;6858.03;"cluster_0"
313;20317.37;2408.57;"cluster_2"
123;30382.27;4170.57;"cluster_0"
213;2922.62;4799.99;"cluster_1"
238;17590.88;7570.79;"cluster_2"
220;10979.45;8365.29;"cluster_1"
226;15074.51;4743.82;"cluster_2"
230;12895.44;8460.69;"cluster_2"
166;25673.95;6549.25;"cluster_0"
90;22938.43;2983.98;"cluster_0"
314;4311.4;3422.99;"cluster_1"
217;12163.83;4685.17;"cluster_2"
140;2844.46;1356.29;"cluster_1"
175;25359.85;3343.22;"cluster_0"
222;2218.48;7002.68;"cluster_1"
101;8304.22;996.3;"cluster_1"
261;23933.63;2868.1;"cluster_0"
61;24977.59;3356.53;"cluster_0"
124;24761.51;2476.05;"cluster_0"
88;8552.81;3805.98;"cluster_1"
156;29166.57;8263.32;"cluster_0"
184;20216.09;859.49;"cluster_2"
60;30255.64;5782.84;"cluster_0"
243;5567.53;8436.03;"cluster_1"
267;12869.88;6321.34;"cluster_2"
277;18631.26;6216.64;"cluster_2"
149;25130.36;3048.82;"cluster_0"
259;15096.99;8205.14;"cluster_2"
126;22388.19;6963.26;"cluster_0"
113;3043.2;4899.24;"cluster_1"
170;27112.2;2705.3;"cluster_0"
274;29204.08;7590.78;"cluster_0"
74;15942.82;5317.02;"cluster_2"
128;26926.16;5428.48;"cluster_0"
225;8601.06;3489.29;"cluster_1"
38;14895.64;3583.53;"cluster_2"
308;22896.35;3934.09;"cluster_0"
190;26504.28;5411.19;"cluster_0"
82;3673.0;7242.62;"cluster_1"
106;5485.43;7850.92;"cluster_1"
256;7869.23;4288.29;"cluster_1"
190;27542.19;4566.16;"cluster_0"
269;15929.56;6276.22;"cluster_2"
296;17588.15;3368.88;"cluster_2"
133;28236.95;6882.66;"cluster_0"
201;7130.09;680.39;"cluster_1"
159;6769.58;868.34;"cluster_1"
28;10993.29;3448.56;"cluster_1"
226;26163.08;1134.61;"cluster_0"
197;19444.38;8442.29;"cluster_2"
238;20325.98;6449.62;"cluster_2"
80;12704.09;2437.73;"cluster_2"
263;7147.82;7402.37;"cluster_1"
62;11303.99;2707.71;"cluster_1"
99;23452.91;8062.28;"cluster_0"
297;8613.41;2002.13;"cluster_1"
181;12452.94;4878.55;"cluster_2"
181;12632.11;7155.66;"cluster_2"
167;28402.84;2204.69;"cluster_0"
240;5330.36;4755.33;"cluster_1"
56;24128.73;3329.12;"cluster_0"
84;25706.3;5510.03;"cluster_0"
314;18544.21;5355.28;"cluster_2"
163;24205.65;6527.53;"cluster_0"
214;22518.69;2325.81;"cluster_0"
241;10683.96;8333.17;"cluster_1"
306;21360.28;2445.86;"cluster_2"
71;17767.25;4485.94;"cluster_2"
295;4230.66;633.6;"cluster_1"
79;16424.78;8158.2;"cluster_2"
276;3112.14;6005.57;"cluster_1"
74;22621.84;7089.09;"cluster_0"
294;24201.98;6896.85;"cluster_0"
314;14086.01;2336.92;"cluster_2"
145;7277.04;2325.21;"cluster_1"
307;8120.33;3864.84;"cluster_1"
182;20194.32;7596.36;"cluster_2"
99;31933.35;3430.78;"cluster_0"
262;4627.28;1407.74;"cluster_1"
61;20862.63;6878.65;"cluster_2"
59;28271.08;3014.84;"cluster_0"
269;24302.58;5204.48;"cluster_0"
188;30866.2;2749.23;"cluster_0"
308;2934.01;7666.15;"cluster_1"
93;7451.17;6544.95;"cluster_1"
158;28335.08;2089.99;"cluster_0"
158;23578.37;2396.09;"cluster_0"
130;23086.88;7294.31;"cluster_0"
240;23478.92;1869.94;"cluster_0"
275;28439.23;3425.87;"cluster_0"
149;8284.69;8357.85;"cluster_1"
85;12052.17;7192.9;"cluster_2"
248;26324.87;6323.95;"cluster_0"
154;5853.88;1535.74;"cluster_1"
265;27408.7;6880.14;"cluster_0"
32;20764.38;3711.03;"cluster_2"
159;30390.15;4056.66;"cluster_0"
118;22814.95;5919.53;"cluster_0"
151;6148.87;2681.26;"cluster_1"
44;4978.55;1961.16;"cluster_1"
151;30630.97;5208.44;"cluster_0"
181;26889.75;3634.43;"cluster_0"
183;29787.74;7160.93;"cluster_0"
71;22780.65;3976.96;"cluster_0"
27;5222.74;7927.27;"cluster_1"
224;4296.57;6891.96;"cluster_1"
239;7377.07;6367.53;"cluster_1"
138;7777.12;4024.61;"cluster_1"
261;30317.76;3001.79;"cluster_0"
149;15786.63;7820.6;"cluster_2"
255;24089.38;3272.34;"cluster_0"
255;24364.19;3497.0;"cluster_0"
169;30740.11;8074.68;"cluster_0"
305;11560.19;545.24;"cluster_1"
195;27635.5;1750.15;"cluster_0"
106;21272.23;1823.02;"cluster_2"
157;30332.9;3638.37;"cluster_0"
39;23090.26;795.57;"cluster_0"
163;6456.92;1603.24;"cluster_1"
230;7839.63;8346.74;"cluster_1"
273;5877.86;4520.23;"cluster_1"
266;3093.27;1325.58;"cluster_1"
221;11736.88;1233.71;"cluster_1"
289;31264.07;3449.66;"cluster_0"
228;30384.96;1297.77;"cluster_0"
165;17473.75;2552.82;"cluster_2"
159;5511.53;2013.19;"cluster_1"
175;20149.65;2654.43;"cluster_2"
41;7252.0;529.74;"cluster_1"
161;29492.17;8196.02;"cluster_0"
264;11592.59;2334.12;"cluster_1"
80;14467.87;3349.08;"cluster_2"
170;5692.28;5377.5;"cluster_1"
85;16257.76;7633.74;"cluster_2"
107;22432.33;3671.45;"cluster_0"
272;8100.16;3510.93;"cluster_1"
102;10181.54;3257.62;"cluster_1"
273;3405.08;4107.07;"cluster_1"
66;14166.66;8148.72;"cluster_2"
115;13095.7;7761.19;"cluster_2"
279;5552.88;7889.14;"cluster_1"
203;30152.07;8260.9;"cluster_0"
170;9213.99;5247.13;"cluster_1"
99;11516.64;4682.85;"cluster_1"
211;4103.85;6819.12;"cluster_1"
56;11257.99;5001.83;"cluster_1"
102;8471.78;4153.13;"cluster_1"
109;11281.31;6059.85;"cluster_1"
138;2752.12;514.03;"cluster_1"
154;9194.02;2539.45;"cluster_1"
182;10258.19;4912.4;"cluster_1"
141;19335.86;2505.27;"cluster_2"
174;21794.23;4018.89;"cluster_2"
190;7706.66;7538.81;"cluster_1"
240;25015.42;7425.34;"cluster_0"
293;8399.35;8482.97;"cluster_1"
214;11715.11;1305.24;"cluster_1"
145;20835.01;2269.51;"cluster_2"
300;17221.31;2917.16;"cluster_2"
104;31618.97;2792.22;"cluster_0"
27;12281.02;5544.92;"cluster_2"
28;16455.32;6257.96;"cluster_2"
243;15204.31;3394.0;"cluster_2"
24;24162.75;3841.41;"cluster_0"
172;31340.54;5164.73;"cluster_0"
166;15567.48;5718.05;"cluster_2"
173;8672.51;4838.74;"cluster_1"
184;5893.95;4241.78;"cluster_1"
213;21546.27;7523.34;"cluster_2"
142;26002.25;5772.51;"cluster_0"
245;6215.01;3609.16;"cluster_1"
160;4647.07;6914.04;"cluster_1"
183;13263.01;1946.08;"cluster_2"
108;2864.94;3878.11;"cluster_1"
259;17563.91;6152.92;"cluster_2"
177;11501.17;4401.48;"cluster_1"
41;14948.95;569.26;"cluster_2"
283;18846.25;502.12;"cluster_2"
246;15544.68;4600.0;"cluster_2"
28;27967.61;681.62;"cluster_0"
152;31516.11;2272.4;"cluster_0"
211;24186.55;1411.57;"cluster_0"
276;6203.87;1260.35;"cluster_1"
71;31730.26;3596.33;"cluster_0"
209;16858.93;5578.55;"cluster_2"
22;4176.49;1144.39;"cluster_1"
258;22954.17;8086.61;"cluster_0"
120;3680.77;818.37;"cluster_1"
315;10265.89;2582.08;"cluster_1"
66;18815.46;4312.83;"cluster_2"
216;8772.93;2497.75;"cluster_1"
40;25971.14;8369.43;"cluster_0"
250;30604.81;3501.72;"cluster_0"
34;23221.41;3139.12;"cluster_0"
53;31367.0;4469.0;"cluster_0"
293;31221.76;2804.66;"cluster_0"
247;30853.97;6785.62;"cluster_0"
183;6936.4;3872.68;"cluster_1"
296;9478.15;6348.11;"cluster_1"
241;2311.69;1470.24;"cluster_1"
113;20338.62;1137.27;"cluster_2"
249;3397.6;6071.79;"cluster_1"
131;12203.45;1182.32;"cluster_2"
92;12159.69;6509.14;"cluster_2"
191;9220.52;3823.88;"cluster_1"
265;24687.29;7569.04;"cluster_0"
296;23693.35;7541.18;"cluster_0"
73;6936.69;5192.58;"cluster_1"
50;16397.94;4546.67;"cluster_2"
95;20254.78;2647.93;"cluster_2"
114;8171.44;1312.21;"cluster_1"
233;8987.98;7285.17;"cluster_1"
299;22478.48;3084.47;"cluster_0"
305;21126.45;8433.16;"cluster_2"
54;26056.61;3961.17;"cluster_0"
46;8382.98;6937.89;"cluster_1"
317;8035.39;6243.43;"cluster_1"
182;14317.03;6611.92;"cluster_2"
156;9289.11;544.69;"cluster_1"
245;9932.64;6390.35;"cluster_1"
246;3238.56;1283.98;"cluster_1"
70;4118.94;4631.11;"cluster_1"
126;18201.25;2718.71;"cluster_2"
170;18074.31;2845.27;"cluster_2"
135;18749.06;2459.87;"cluster_2"
291;9815.74;4194.89;"cluster_1"
298;11700.4;7791.66;"cluster_1"
143;22639.22;6380.94;"cluster_0"
300;28861.63;4434.01;"cluster_0"
44;29855.14;5317.3;"cluster_0"
237;31935.63;4841.02;"cluster_0"
113;16846.56;3349.56;"cluster_2"
33;27886.21;3216.62;"cluster_0"
310;5560.81;701.51;"cluster_1"
296;23381.07;1659.85;"cluster_0"
157;26080.1;4797.93;"cluster_0"
99;14990.32;2646.2;"cluster_2"
240;30468.56;900.2;"cluster_0"
289;29613.84;8102.66;"cluster_0"
46;12494.0;7633.79;"cluster_2"
217;17203.59;7677.67;"cluster_2"
36;22313.79;3571.86;"cluster_0"
49;21086.74;7932.78;"cluster_2"
257;20690.62;6384.57;"cluster_2"
277;24024.63;4005.51;"cluster_0"
106;25479.94;7559.74;"cluster_0"
248;28719.66;7719.62;"cluster_0"
182;19521.89;5592.68;"cluster_2"
220;28089.8;3960.65;"cluster_0"
195;29052.39;8290.31;"cluster_0"
316;31454.44;4694.12;"cluster_0"
303;16846.48;3989.35;"cluster_2"
122;21320.29;5627.21;"cluster_2"
195;18020.98;2806.67;"cluster_2"
216;16944.9;2149.25;"cluster_2"
71;14253.46;6308.78;"cluster_2"
97;5447.87;3509.6;"cluster_1"
116;24522.33;8434.96;"cluster_0"
151;12214.1;6908.42;"cluster_2"
24;27364.85;7471.78;"cluster_0"
307;15888.78;2452.18;"cluster_2"
176;17562.53;6782.88;"cluster_2"
269;23330.63;4110.0;"cluster_0"
270;18156.22;4062.34;"cluster_2"
199;12097.15;4300.86;"cluster_2"
102;2394.24;2856.59;"cluster_1"
127;18221.11;1102.68;"cluster_2"
170;3313.39;5332.49;"cluster_1"
91;30995.43;5559.16;"cluster_0"
256;6213.61;6015.15;"cluster_1"
23;19251.41;1517.39;"cluster_2"
57;10415.96;8498.42;"cluster_1"
205;7802.55;1335.71;"cluster_1"
245;18182.2;700.99;"cluster_2"
229;14452.38;836.5;"cluster_2"
22;29652.02;7682.94;"cluster_0"
79;2061.86;6679.32;"cluster_1"
85;25268.72;2811.75;"cluster_0"
312;10453.06;1124.16;"cluster_1"
255;16910.93;5113.93;"cluster_2"
104;27764.35;7155.05;"cluster_0"
312;28305.4;2467.13;"cluster_0"
224;30915.96;8478.79;"cluster_0"
246;16579.09;1996.89;"cluster_2"
292;18841.84;2628.01;"cluster_2"
261;14847.99;1558.64;"cluster_2"
278;24093.97;7997.48;"cluster_0"
149;7274.04;4859.62;"cluster_1"
70;5782.9;1561.99;"cluster_1"
310;20212.69;6692.73;"cluster_2"
225;24088.04;2962.27;"cluster_0"
131;9168.55;958.96;"cluster_1"
159;23664.61;4621.15;"cluster_0"
257;31180.23;2485.58;"cluster_0"
77;14584.54;3075.44;"cluster_2"
240;7366.87;5031.77;"cluster_1"
64;26302.3;3482.24;"cluster_0"
199;24397.11;504.59;"cluster_0"
271;16481.22;1649.74;"cluster_2"
180;17524.53;2827.08;"cluster_2"
97;16030.69;1606.66;"cluster_2"
215;5835.03;7784.13;"cluster_1"
163;5549.42;2221.34;"cluster_1"
313;30376.44;6251.48;"cluster_0"
220;10053.39;4367.87;"cluster_1"
270;20603.17;7846.8;"cluster_2"
47;31656.46;656.07;"cluster_0"
280;18710.47;4045.93;"cluster_2"
24;7666.51;2345.48;"cluster_1"
75;20721.15;7595.33;"cluster_2"
208;10265.58;7965.03;"cluster_1"
138;18850.28;2656.02;"cluster_2"
232;25912.39;6273.07;"cluster_0"
137;29225.04;2458.31;"cluster_0"
225;29313.69;5534.97;"cluster_0"
87;12875.75;5730.02;"cluster_2"
107;2131.16;2788.43;"cluster_1"
152;18251.62;5334.03;"cluster_2"
213;21921.85;1444.51;"cluster_0"
261;12987.52;694.77;"cluster_2"
197;23752.52;2554.12;"cluster_0"
72;11875.53;6458.54;"cluster_2"
212;4093.53;8116.45;"cluster_1"
164;22196.91;8477.98;"cluster_0"
83;28651.65;7777.37;"cluster_0"
178;19604.74;6434.46;"cluster_2"
57;19603.84;1367.92;"cluster_2"
91;29516.94;3056.93;"cluster_0"
99;18954.24;6573.24;"cluster_2"
260;18194.77;701.83;"cluster_2"
80;2627.95;2802.16;"cluster_1"
256;9733.75;1172.38;"cluster_1"
48;21442.15;2350.69;"cluster_2"
284;28558.39;4273.19;"cluster_0"
51;6607.0;7666.34;"cluster_1"
286;22703.11;7613.56;"cluster_0"
37;6860.76;4922.07;"cluster_1"
172;26863.75;2119.47;"cluster_0"
243;17912.12;4548.72;"cluster_2"
129;25614.71;7902.62;"cluster_0"
70;3792.82;2052.18;"cluster_1"
206;8184.9;3647.45;"cluster_1"
215;18221.95;4639.87;"cluster_2"
311;30616.46;2327.25;"cluster_0"
119;20504.92;7065.09;"cluster_2"
113;2302.1;3722.42;"cluster_1"
273;26849.5;4994.13;"cluster_0"
26;8105.51;3646.78;"cluster_1"
287;8356.67;5195.57;"cluster_1"
267;19419.89;3093.97;"cluster_2"
171;21417.88;2806.84;"cluster_2"
245;2395.87;3514.11;"cluster_1"
246;28907.9;3386.98;"cluster_0"
40;5743.05;6115.71;"cluster_1"
47;15237.44;3110.03;"cluster_2"
92;18778.77;3199.12;"cluster_2"
283;29728.1;3493.81;"cluster_0"
198;21579.93;7280.32;"cluster_2"
175;13050.24;1390.47;"cluster_2"
68;16708.89;1299.71;"cluster_2"
223;7150.27;3686.4;"cluster_1"
137;12983.08;6428.12;"cluster_2"
168;19246.78;1458.72;"cluster_2"
228;20439.59;4823.91;"cluster_2"
211;9272.43;7341.54;"cluster_1"
154;30911.86;5533.44;"cluster_0"
136;31739.92;4232.08;"cluster_0"
50;28382.97;5115.18;"cluster_0"
156;12417.22;4928.87;"cluster_2"
314;11128.17;5876.37;"cluster_1"
187;30160.72;573.23;"cluster_0"
271;21747.93;8255.63;"cluster_2"
207;27190.01;2698.61;"cluster_0"
120;5913.33;2864.19;"cluster_1"
23;29868.46;3055.06;"cluster_0"
138;4121.01;1345.55;"cluster_1"
212;13887.13;7875.51;"cluster_2"
248;7814.29;2200.74;"cluster_1"
231;4990.98;5011.5;"cluster_1"
131;22112.63;567.11;"cluster_0"
293;11472.32;4328.24;"cluster_1"
204;4891.75;7389.67;"cluster_1"
135;18892.46;2457.07;"cluster_2"
48;31292.72;1524.77;"cluster_0"
260;19878.26;5751.14;"cluster_2"
73;20259.65;6491.66;"cluster_2"
37;25199.83;6493.45;"cluster_0"
226;9184.43;3745.86;"cluster_1"
68;27936.59;7778.56;"cluster_0"
308;22217.77;4821.57;"cluster_0"
313;3323.57;5893.79;"cluster_1"
145;26785.66;899.21;"cluster_0"
115;10792.78;4702.7;"cluster_1"
129;25552.21;922.75;"cluster_0"
231;11684.53;4487.48;"cluster_1"
176;30817.76;7008.07;"cluster_0"
285;27717.0;7886.05;"cluster_0"
296;24525.72;5803.82;"cluster_0"
177;21954.28;731.34;"cluster_0"
171;30838.89;6110.18;"cluster_0"
76;3427.61;3150.61;"cluster_1"
192;13095.6;6976.61;"cluster_2"
212;4086.55;968.63;"cluster_1"
280;16084.65;2121.76;"cluster_2"
269;30297.52;7578.77;"cluster_0"
132;24023.63;1811.3;"cluster_0"
292;6849.65;2811.03;"cluster_1"
64;12632.53;4685.56;"cluster_2"
291;16373.35;3746.34;"cluster_2"
197;14171.96;7251.11;"cluster_2"
266;16719.11;4706.72;"cluster_2"
296;30551.65;3810.25;"cluster_0"
169;5845.52;3474.84;"cluster_1"
100;25206.6;6201.44;"cluster_0"
53;18279.53;4833.19;"cluster_2"
111;19351.78;3010.05;"cluster_2"
272;17251.92;8025.86;"cluster_2"
197;22987.66;2463.21;"cluster_0"
274;8113.39;4625.4;"cluster_1"
311;9508.96;1254.64;"cluster_1"
235;24889.3;2341.16;"cluster_0"
106;28492.69;3497.57;"cluster_0"
285;9600.0;5417.31;"cluster_1"
300;5346.71;3999.37;"cluster_1"
195;7833.89;618.56;"cluster_1"
296;9365.35;5182.08;"cluster_1"
215;24230.17;5376.3;"cluster_0"
191;7469.61;3163.48;"cluster_1"
88;20766.4;1646.18;"cluster_2"
126;30831.49;4902.07;"cluster_0"
280;17067.87;1123.82;"cluster_2"
161;7368.77;6671.96;"cluster_1"
54;14967.41;5333.97;"cluster_2"
151;13168.88;6012.48;"cluster_2"
164;15384.38;1046.36;"cluster_2"
77;21683.39;6630.47;"cluster_2"
282;14523.73;3299.59;"cluster_2"
119;30543.02;7880.47;"cluster_0"
145;4318.27;4798.91;"cluster_1"
178;31453.48;2814.64;"cluster_0"
45;8107.28;8289.72;"cluster_1"
203;15549.22;4234.68;"cluster_2"
318;19394.08;6421.58;"cluster_2"
61;8236.07;6406.21;"cluster_1"
169;12920.75;6136.3;"cluster_2"
272;2694.82;4937.94;"cluster_1"
20;19438.36;5527.75;"cluster_2"
255;15288.61;2290.04;"cluster_2"
109;19776.95;7991.32;"cluster_2"
129;8850.48;1584.42;"cluster_1"
304;28958.81;3746.88;"cluster_0"
150;5539.4;5363.91;"cluster_1"
85;2631.85;5297.15;"cluster_1"
127;20284.86;3993.95;"cluster_2"
258;14421.84;3469.82;"cluster_2"
45;24084.72;3910.99;"cluster_0"
283;6724.23;8398.67;"cluster_1"
97;9637.5;7003.23;"cluster_1"
33;4605.07;2878.41;"cluster_1"
117;20543.38;4901.97;"cluster_2"
229;12218.99;1108.75;"cluster_2"
145;31015.43;5614.8;"cluster_0"
73;12962.71;7665.33;"cluster_2"
195;11918.92;4928.97;"cluster_2"
44;7909.39;4468.86;"cluster_1"
317;5209.54;4423.79;"cluster_1"
217;15178.91;2867.38;"cluster_2"
285;5834.86;5049.97;"cluster_1"
200;11955.5;2149.08;"cluster_2"
91;29675.44;2571.33;"cluster_0"
177;18659.1;6678.07;"cluster_2"
314;18354.19;4257.0;"cluster_2"
73;24051.63;6865.52;"cluster_0"
165;4267.96;2870.29;"cluster_1"
114;6053.25;1850.98;"cluster_1"
206;8065.33;1418.31;"cluster_1"
87;7779.72;2776.76;"cluster_1"
256;15405.59;6161.08;"cluster_2"
80;2237.23;2849.35;"cluster_1"
259;2110.9;706.01;"cluster_1"
148;2016.63;4182.43;"cluster_1"
174;31731.8;1498.64;"cluster_0"
198;7190.65;1241.92;"cluster_1"
285;15420.67;6799.9;"cluster_2"
78;23845.35;7031.44;"cluster_0"
46;4179.29;1042.14;"cluster_1"
210;5725.28;4165.0;"cluster_1"
91;25924.33;1244.3;"cluster_0"
105;24033.88;6125.28;"cluster_0"
118;25590.17;6489.79;"cluster_0"
160;30972.07;3320.6;"cluster_0"
236;6011.02;4044.97;"cluster_1"
106;18993.72;8407.2;"cluster_2"
183;27009.97;1836.91;"cluster_0"
261;29986.41;4140.81;"cluster_0"
80;3283.48;5936.05;"cluster_1"
176;11942.93;6745.57;"cluster_2"
261;16161.92;3677.44;"cluster_2"
261;13943.55;8127.68;"cluster_2"
101;28352.63;590.19;"cluster_0"
64;30551.05;4410.14;"cluster_0"
196;26160.57;1827.89;"cluster_0"
107;18864.34;7898.22;"cluster_2"
67;27014.04;4129.15;"cluster_0"
115;21687.16;6987.67;"cluster_2"
210;27178.47;3830.89;"cluster_0"
43;26753.01;2716.26;"cluster_0"
267;11073.65;5869.98;"cluster_1"
270;28304.02;5170.74;"cluster_0"
120;22302.01;2627.74;"cluster_0"
317;5727.08;4496.84;"cluster_1"
102;9995.41;5445.73;"cluster_1"
144;3841.14;7092.78;"cluster_1"
181;9351.23;2515.43;"cluster_1"
270;21180.85;5353.55;"cluster_2"
81;20006.75;708.37;"cluster_2"
26;14655.17;3555.32;"cluster_2"
48;6120.33;6795.99;"cluster_1"
282;3562.04;7458.57;"cluster_1"
314;10303.38;1094.01;"cluster_1"
191;24015.91;7999.15;"cluster_0"
282;20452.95;6714.52;"cluster_2"
171;11730.76;5617.56;"cluster_1"
52;20165.8;3481.9;"cluster_2"
93;12564.17;6319.44;"cluster_2"
285;4775.06;5229.19;"cluster_1"
81;6131.71;1644.45;"cluster_1"
245;25207.04;2923.27;"cluster_0"
254;27411.5;2479.18;"cluster_0"
120;30085.4;6189.92;"cluster_0"
100;30589.64;6777.99;"cluster_0"
270;2768.93;4843.82;"cluster_1"
51;28752.87;7779.21;"cluster_0"
301;6084.23;2588.64;"cluster_1"
181;22709.26;2087.98;"cluster_0"
286;16093.16;2793.66;"cluster_2"
216;15080.1;5753.12;"cluster_2"
66;14235.13;3658.38;"cluster_2"
40;12977.43;4586.35;"cluster_2"
73;2052.04;3775.04;"cluster_1"
275;2960.03;8282.85;"cluster_1"
215;16380.19;5179.12;"cluster_2"
297;21686.94;8046.49;"cluster_2"
184;4812.33;6993.51;"cluster_1"
262;6878.64;619.15;"cluster_1"
262;13698.58;4415.41;"cluster_2"
312;16946.78;4935.78;"cluster_2"
226;3613.65;7872.14;"cluster_1"
55;6891.89;5073.79;"cluster_1"
50;27806.06;8348.67;"cluster_0"
195;28888.6;5916.36;"cluster_0"
172;14589.78;4807.51;"cluster_2"
80;2131.51;7455.15;"cluster_1"
281;13074.55;3697.77;"cluster_2"
31;31387.92;3595.28;"cluster_0"
172;11343.6;5006.94;"cluster_1"
107;20658.24;5473.23;"cluster_2"
55;3761.6;8381.15;"cluster_1"
308;29880.76;4381.81;"cluster_0"
249;10320.31;5292.32;"cluster_1"
161;15072.84;4638.77;"cluster_2"
85;28911.48;5408.08;"cluster_0"
233;30953.2;7832.8;"cluster_0"
180;6214.59;2054.02;"cluster_1"
243;20625.19;2575.94;"cluster_2"
59;18878.13;8063.21;"cluster_2"
39;3811.63;8339.49;"cluster_1"
72;8633.67;8074.03;"cluster_1"
208;15100.94;721.74;"cluster_2"
110;12913.43;6754.59;"cluster_2"
173;14203.26;3404.87;"cluster_2"
303;23372.03;6906.99;"cluster_0"
81;29132.24;2400.88;"cluster_0"
69;14570.48;3641.68;"cluster_2"
126;17628.79;2308.71;"cluster_2"
32;27565.55;4361.67;"cluster_0"
289;5362.12;5614.07;"cluster_1"
83;10649.08;2454.05;"cluster_1"
292;9469.15;4084.28;"cluster_1"
93;6450.3;5634.21;"cluster_1"
301;21268.3;8266.16;"cluster_2"
56;6389.93;3791.79;"cluster_1"
126;27338.64;6786.69;"cluster_0"
107;29349.32;5992.29;"cluster_0"
212;12173.58;3332.33;"cluster_2"
258;26405.33;3402.32;"cluster_0"
76;6125.34;1127.12;"cluster_1"
285;14331.29;2712.2;"cluster_2"
34;13931.95;5253.12;"cluster_2"
120;30218.58;974.83;"cluster_0"
202;4516.85;6826.65;"cluster_1"
96;25869.92;5309.06;"cluster_0"
174;21567.74;6800.67;"cluster_2"
173;17919.03;2362.11;"cluster_2"
66;2278.4;7382.66;"cluster_1"
300;14626.78;4802.03;"cluster_2"
247;21268.16;2935.07;"cluster_2"
108;17191.82;5463.24;"cluster_2"
235;14583.81;4855.44;"cluster_2"
99;11590.28;4481.54;"cluster_1"
178;23081.16;3277.98;"cluster_0"
147;18330.78;3235.39;"cluster_2"
281;30212.92;7054.07;"cluster_0"
231;12151.09;7137.15;"cluster_2"
282;13066.11;686.44;"cluster_2"
113;21610.58;5574.55;"cluster_2"
296;20723.29;1819.33;"cluster_2"
35;31942.45;8102.0;"cluster_0"
114;8875.15;7970.53;"cluster_1"
221;24530.39;4514.85;"cluster_0"
86;5023.2;5467.86;"cluster_1"
